condition,speed_cm_s,trial,success,lift_mm,pos_err_mm,ori_err_deg,approach_mm,progress_pct,main_failure,n_attempts
dynamic_tau0,2.0,8,0,-0.010,inf,inf,inf,88.643,attempt_limit,3
dynamic_tau0,2.0,9,0,-0.010,inf,inf,inf,88.257,attempt_limit,3
dynamic_tau0,2.0,10,0,-0.010,inf,inf,inf,85.390,attempt_limit,3
dynamic_tau0,2.0,11,0,-0.010,inf,inf,inf,91.218,attempt_limit,3
dynamic_tau0,2.0,12,1,239.790,1.378,1.868,1.423,75.233,none,2
dynamic_tau0,2.0,13,0,282.762,2.026,0.872,24.005,50.704,approach,1
dynamic_tau0,2.0,14,0,-0.010,inf,inf,inf,85.348,attempt_limit,3
dynamic_tau0,2.0,15,1,263.396,1.902,0.178,1.946,52.351,none,1
dynamic_tau0,2.0,16,1,270.505,1.201,1.911,1.240,92.881,none,2
dynamic_tau0,2.0,17,1,261.425,1.595,0.654,1.641,61.247,none,1
dynamic_tau0,2.0,18,1,131.596,1.058,2.073,1.095,97.334,none,2
dynamic_tau0,2.0,19,1,264.200,1.234,3.816,1.292,68.908,none,1
dynamic_tau0,2.0,20,1,273.801,1.180,2.321,1.236,73.992,none,1
oracle_pose,2.0,1,1,282.871,1.010,10.230,1.058,100.000,none,1
oracle_pose,2.0,2,1,282.609,1.009,10.060,1.057,100.000,none,1
oracle_pose,2.0,3,1,282.353,1.009,9.888,1.056,100.000,none,1
oracle_pose,2.0,4,1,282.101,1.008,9.714,1.055,100.000,none,1
oracle_pose,2.0,5,1,281.849,1.008,9.537,1.054,100.000,none,1
oracle_pose,2.0,6,1,281.600,1.007,9.358,1.053,100.000,none,1
oracle_pose,2.0,7,1,281.357,1.007,9.176,1.052,100.000,none,1
oracle_pose,2.0,8,1,281.117,1.006,8.992,1.051,100.000,none,1
oracle_pose,2.0,9,1,280.877,1.006,8.805,1.050,100.000,none,1
oracle_pose,2.0,10,1,280.643,1.005,8.617,1.049,100.000,none,1
oracle_pose,2.0,11,1,280.415,1.005,8.426,1.048,100.000,none,1
oracle_pose,2.0,12,1,280.187,1.004,8.233,1.047,100.000,none,1
oracle_pose,2.0,13,1,279.964,1.004,8.038,1.046,100.000,none,1
oracle_pose,2.0,14,1,279.740,1.003,7.841,1.045,100.000,none,1
oracle_pose,2.0,15,1,279.508,1.003,7.640,1.044,100.000,none,1
oracle_pose,2.0,16,1,279.272,1.002,7.435,1.043,100.000,none,1
oracle_pose,2.0,17,1,279.035,1.002,7.229,1.042,100.000,none,1
oracle_pose,2.0,18,1,278.799,1.001,7.021,1.041,100.000,none,1
oracle_pose,2.0,19,1,278.562,1.001,6.810,1.040,100.000,none,1
oracle_pose,2.0,20,1,278.329,1.000,6.599,1.038,100.000,none,1
raw_observation,2.0,1,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,2,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,3,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,4,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,5,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,6,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,7,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,8,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,9,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,10,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,11,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,12,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,13,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,14,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,15,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,16,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,17,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,18,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,19,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,20,0,-0.010,inf,inf,inf,100.000,lift,1
uncertainty_gated,2.0,1,1,69.528,1.215,0.430,1.246,15.194,none,1
uncertainty_gated,2.0,2,1,98.400,1.020,1.449,1.035,11.911,none,1
uncertainty_gated,2.0,3,1,60.757,0.590,6.756,16.155,29.032,none,2
uncertainty_gated,2.0,4,0,241.288,1.372,2.603,72.816,16.649,approach,1
uncertainty_gated,2.0,5,0,61.909,1.081,3.967,79.534,16.535,approach,1
uncertainty_gated,2.0,6,1,71.245,0.839,17.915,17.169,28.882,none,2
uncertainty_gated,2.0,7,0,4.435,0.405,4.199,0.409,34.090,lift,3
uncertainty_gated,2.0,8,0,29.496,0.398,4.543,0.580,14.513,lift,1
uncertainty_gated,2.0,9,0,-0.010,inf,inf,inf,60.985,attempt_limit,3
uncertainty_gated,2.0,10,0,-0.010,inf,inf,inf,18.790,lift,2
uncertainty_gated,2.0,11,0,-0.010,inf,inf,inf,62.500,attempt_limit,3
uncertainty_gated,2.0,12,0,-0.010,inf,inf,inf,68.520,attempt_limit,3
uncertainty_gated,2.0,13,1,247.107,1.714,2.647,1.778,16.403,none,1
uncertainty_gated,2.0,14,1,263.272,1.781,1.613,7.278,17.581,none,1
uncertainty_gated,2.0,15,0,84.009,34.548,19.460,7.717,28.682,position,2
uncertainty_gated,2.0,16,0,79.484,21.570,19.194,11.898,28.289,position,2
uncertainty_gated,2.0,17,1,258.318,1.585,1.850,1.638,15.746,none,1
uncertainty_gated,2.0,18,1,264.769,1.661,0.806,3.492,17.247,none,1
uncertainty_gated,2.0,19,1,260.926,1.523,0.821,18.607,18.273,none,1
uncertainty_gated,2.0,20,0,0.082,0.923,14.344,0.951,21.974,lift,2
static_replay,4.0,1,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,2,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,3,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,4,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,5,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,6,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,7,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,8,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,9,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,10,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,11,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,12,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,13,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,14,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,15,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,16,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,17,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,18,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,19,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,20,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
dynamic_tau0,4.0,1,1,108.788,2.147,18.078,2.068,93.235,none,3
dynamic_tau0,4.0,2,1,115.610,2.543,19.616,2.445,93.215,none,3
dynamic_tau0,4.0,3,1,278.166,1.854,1.844,1.879,66.411,none,1
dynamic_tau0,4.0,4,0,-0.010,inf,inf,inf,87.529,attempt_limit,3
dynamic_tau0,4.0,5,1,108.758,2.098,17.765,2.035,95.190,none,3
dynamic_tau0,4.0,6,1,108.041,1.081,16.026,17.333,94.167,none,3
dynamic_tau0,4.0,7,1,319.461,2.003,0.759,2.044,50.567,none,1
dynamic_tau0,4.0,8,1,348.878,2.682,3.449,2.723,38.041,none,1
dynamic_tau0,4.0,9,1,102.208,1.898,16.741,18.170,94.163,none,3
dynamic_tau0,4.0,10,0,106.012,2.267,20.400,2.160,95.279,orientation,3
dynamic_tau0,4.0,11,1,100.460,1.997,19.474,1.890,94.946,none,3
dynamic_tau0,4.0,12,1,303.036,1.786,4.695,1.828,56.639,none,1
dynamic_tau0,4.0,13,1,335.156,2.093,4.565,2.136,46.675,none,1
dynamic_tau0,4.0,14,1,297.967,1.903,5.414,1.939,57.212,none,1
dynamic_tau0,4.0,15,0,-0.010,inf,inf,inf,85.691,attempt_limit,3
dynamic_tau0,4.0,16,0,0.080,inf,inf,inf,85.171,attempt_limit,3
dynamic_tau0,4.0,17,1,119.784,1.897,14.593,1.896,95.558,none,2
dynamic_tau0,4.0,18,1,113.654,1.875,14.182,1.826,95.208,none,2
dynamic_tau0,4.0,19,1,127.510,2.538,16.633,2.481,95.004,none,2
dynamic_tau0,4.0,20,0,-0.010,inf,inf,inf,82.612,attempt_limit,3
oracle_pose,4.0,1,1,280.851,2.002,6.529,2.046,100.000,none,1
oracle_pose,4.0,2,1,280.512,2.001,6.114,2.043,100.000,none,1
oracle_pose,4.0,3,1,280.298,1.999,5.696,2.040,100.000,none,1
oracle_pose,4.0,4,1,280.044,1.998,5.275,2.037,100.000,none,1
oracle_pose,4.0,5,1,279.787,1.996,4.850,2.034,100.000,none,1
oracle_pose,4.0,6,1,279.586,1.995,4.424,2.030,100.000,none,1
oracle_pose,4.0,7,1,279.394,1.993,3.994,2.027,100.000,none,1
oracle_pose,4.0,8,1,279.215,1.992,3.558,2.024,100.000,none,1
oracle_pose,4.0,9,1,279.082,1.990,3.114,2.021,100.000,none,1
oracle_pose,4.0,10,1,278.869,1.989,2.667,2.018,100.000,none,1
oracle_pose,4.0,11,1,278.697,1.987,2.218,2.015,100.000,none,1
oracle_pose,4.0,12,1,278.559,1.986,1.766,2.012,100.000,none,1
oracle_pose,4.0,13,1,278.474,1.985,1.310,2.009,100.000,none,1
oracle_pose,4.0,14,1,278.406,1.984,0.854,2.006,100.000,none,1
oracle_pose,4.0,15,1,278.350,1.983,0.400,2.003,100.000,none,1
oracle_pose,4.0,16,1,278.306,1.983,0.053,2.000,100.000,none,1
oracle_pose,4.0,17,1,278.277,1.982,0.506,1.997,100.000,none,1
oracle_pose,4.0,18,1,278.258,1.982,0.957,1.995,100.000,none,1
oracle_pose,4.0,19,1,278.248,1.982,1.407,1.992,100.000,none,1
oracle_pose,4.0,20,1,278.247,1.982,1.857,1.990,100.000,none,1
raw_observation,4.0,1,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,2,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,3,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,4,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,5,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,6,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,7,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,8,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,9,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,10,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,11,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,12,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,13,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,14,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,15,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,16,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,17,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,18,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,19,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,20,0,-0.010,inf,inf,inf,100.000,lift,1
uncertainty_gated,4.0,1,0,345.959,2.285,1.013,30.437,17.953,approach,1
uncertainty_gated,4.0,2,0,294.574,2.308,5.884,28.337,17.669,approach,1
uncertainty_gated,4.0,3,0,46.134,1.859,4.135,1.897,36.843,lift,3
uncertainty_gated,4.0,4,1,270.023,2.170,3.071,2.181,15.909,none,1
uncertainty_gated,4.0,5,0,275.759,2.051,11.148,20.287,38.092,approach,3
uncertainty_gated,4.0,6,1,332.547,2.179,0.090,2.222,15.963,none,1
uncertainty_gated,4.0,7,1,342.764,2.135,0.365,2.179,14.523,none,1
uncertainty_gated,4.0,8,1,352.971,2.331,0.744,2.375,13.895,none,1
uncertainty_gated,4.0,9,1,338.261,2.497,2.433,2.753,16.794,none,1
uncertainty_gated,4.0,10,1,306.198,2.026,2.365,2.065,16.072,none,1
uncertainty_gated,4.0,11,0,166.290,2.186,21.630,2.190,32.612,orientation,2
uncertainty_gated,4.0,12,1,306.439,1.868,4.589,1.874,11.745,none,1
uncertainty_gated,4.0,13,1,314.031,1.962,3.950,1.987,12.143,none,1
uncertainty_gated,4.0,14,1,296.735,1.836,4.680,1.865,13.861,none,1
uncertainty_gated,4.0,15,1,262.912,1.959,8.734,1.971,13.389,none,1
uncertainty_gated,4.0,16,1,59.986,1.818,9.327,8.068,14.934,none,1
uncertainty_gated,4.0,17,1,73.103,1.812,8.766,19.059,15.487,none,1
uncertainty_gated,4.0,18,0,22.888,1.768,2.870,1.782,33.873,lift,3
uncertainty_gated,4.0,19,0,19.473,0.896,14.177,0.916,23.160,lift,2
uncertainty_gated,4.0,20,0,1.659,2.129,8.316,2.187,33.602,lift,3
static_replay,6.0,1,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,2,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,3,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,4,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,5,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,6,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,7,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,8,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,9,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,10,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,11,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,12,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,13,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,14,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,15,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,16,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,17,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,18,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,19,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,6.0,20,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
dynamic_tau0,6.0,1,1,111.775,1.741,18.850,14.486,93.818,none,2
dynamic_tau0,6.0,2,1,347.318,3.113,7.754,3.141,38.282,none,1
dynamic_tau0,6.0,3,1,120.848,0.816,13.646,0.866,93.409,none,3
dynamic_tau0,6.0,4,1,108.004,1.771,18.290,13.950,95.109,none,2
dynamic_tau0,6.0,5,1,329.594,3.203,8.097,6.922,38.843,none,1
dynamic_tau0,6.0,6,1,111.147,1.933,18.639,15.665,95.211,none,2
dynamic_tau0,6.0,7,1,343.394,2.944,10.484,2.976,40.398,none,1
dynamic_tau0,6.0,8,0,99.474,1.897,20.631,13.574,94.727,orientation,2
dynamic_tau0,6.0,9,0,-0.010,inf,inf,inf,83.216,attempt_limit,3
dynamic_tau0,6.0,10,1,278.760,2.860,7.056,2.890,59.221,none,3
dynamic_tau0,6.0,11,1,100.191,1.961,18.134,1.861,95.117,none,2
dynamic_tau0,6.0,12,1,104.834,2.170,19.015,2.110,95.089,none,2
dynamic_tau0,6.0,13,1,277.095,2.647,13.839,2.646,70.726,none,1
dynamic_tau0,6.0,14,1,279.482,1.079,15.454,1.132,92.484,none,2
dynamic_tau0,6.0,15,1,285.908,2.444,9.903,18.175,59.091,none,2
dynamic_tau0,6.0,16,1,254.508,3.244,6.104,8.508,68.666,none,3
dynamic_tau0,6.0,17,1,291.497,2.483,8.705,11.758,56.442,none,2
dynamic_tau0,6.0,18,0,-0.010,inf,inf,inf,75.130,attempt_limit,3
dynamic_tau0,6.0,19,1,306.587,1.822,9.379,1.859,67.451,none,2
dynamic_tau0,6.0,20,1,320.195,3.641,19.484,17.270,81.073,none,1
oracle_pose,6.0,1,1,282.085,2.983,2.390,3.021,100.000,none,1
oracle_pose,6.0,2,1,282.012,2.980,1.730,3.015,100.000,none,1
oracle_pose,6.0,3,1,281.958,2.978,1.071,3.009,100.000,none,1
oracle_pose,6.0,4,1,281.905,2.977,0.413,3.003,100.000,none,1
oracle_pose,6.0,5,1,281.854,2.975,0.246,2.998,100.000,none,1
oracle_pose,6.0,6,1,281.789,2.974,0.915,2.993,100.000,none,1
oracle_pose,6.0,7,1,281.725,2.974,1.591,2.988,100.000,none,1
oracle_pose,6.0,8,1,281.696,2.974,2.268,2.983,100.000,none,1
oracle_pose,6.0,9,1,281.780,2.974,2.950,2.980,100.000,none,1
oracle_pose,6.0,10,1,281.946,2.975,3.629,2.976,100.000,none,1
oracle_pose,6.0,11,1,282.245,2.976,4.302,2.975,100.000,none,1
oracle_pose,6.0,12,1,282.901,2.978,4.970,2.976,100.000,none,1
oracle_pose,6.0,13,1,297.228,3.023,5.632,2.986,100.000,none,1
oracle_pose,6.0,14,1,296.750,3.101,6.284,3.018,100.000,none,1
oracle_pose,6.0,15,1,296.804,3.172,6.938,3.066,100.000,none,1
oracle_pose,6.0,16,1,294.863,3.255,7.589,3.138,100.000,none,1
oracle_pose,6.0,17,1,296.361,3.334,8.210,3.244,100.000,none,1
oracle_pose,6.0,18,1,295.112,3.462,8.820,3.325,100.000,none,1
oracle_pose,6.0,19,1,294.843,3.553,9.428,3.432,100.000,none,1
oracle_pose,6.0,20,1,294.543,3.569,10.036,3.510,100.000,none,1
raw_observation,6.0,1,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,2,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,3,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,4,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,5,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,6,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,7,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,8,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,9,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,10,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,11,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,12,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,13,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,14,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,15,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,16,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,17,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,18,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,19,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,6.0,20,0,-0.010,inf,inf,inf,100.000,lift,1
uncertainty_gated,6.0,1,0,351.857,3.288,5.148,21.795,18.456,approach,1
uncertainty_gated,6.0,2,1,343.986,2.959,5.005,2.983,14.823,none,1
uncertainty_gated,6.0,3,0,106.377,4.215,23.521,46.910,33.947,orientation,2
uncertainty_gated,6.0,4,1,333.287,3.321,5.757,19.032,18.065,none,1
uncertainty_gated,6.0,5,1,323.573,3.123,5.789,12.872,17.881,none,1
uncertainty_gated,6.0,6,1,347.608,3.082,6.271,3.115,14.968,none,1
uncertainty_gated,6.0,7,0,326.552,3.320,10.524,24.613,18.760,approach,1
uncertainty_gated,6.0,8,1,338.968,2.957,9.141,2.987,14.930,none,1
uncertainty_gated,6.0,9,0,272.781,1.313,16.953,41.823,29.131,approach,2
uncertainty_gated,6.0,10,0,283.014,2.980,14.088,51.210,15.928,approach,1
uncertainty_gated,6.0,11,1,284.726,2.708,14.064,6.216,15.742,none,1
uncertainty_gated,6.0,12,0,-0.010,inf,inf,inf,75.357,attempt_limit,3
uncertainty_gated,6.0,13,1,296.702,2.639,10.254,6.437,16.018,none,1
uncertainty_gated,6.0,14,0,301.558,2.175,8.709,20.677,28.899,approach,2
uncertainty_gated,6.0,15,0,-0.010,inf,inf,inf,69.738,attempt_limit,3
uncertainty_gated,6.0,16,1,61.564,0.636,14.510,2.426,27.202,none,2
uncertainty_gated,6.0,17,0,-0.010,inf,inf,inf,70.017,attempt_limit,3
uncertainty_gated,6.0,18,0,0.818,inf,inf,inf,67.315,attempt_limit,3
uncertainty_gated,6.0,19,0,93.917,3.322,13.328,21.596,38.779,approach,3
uncertainty_gated,6.0,20,1,77.950,3.361,13.337,11.097,38.123,none,3
static_replay,8.0,1,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,2,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,3,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,4,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,5,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,6,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,7,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,8,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,9,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,10,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,11,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,12,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,13,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,14,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,15,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,16,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,17,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,18,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,19,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,8.0,20,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
dynamic_tau0,8.0,1,0,-0.010,inf,inf,inf,78.526,attempt_limit,3
dynamic_tau0,8.0,2,0,-0.010,inf,inf,inf,79.015,attempt_limit,3
dynamic_tau0,8.0,3,0,-0.010,inf,inf,inf,81.506,attempt_limit,3
dynamic_tau0,8.0,4,0,127.189,0.804,16.424,20.138,94.541,approach,2
dynamic_tau0,8.0,5,0,-0.010,inf,inf,inf,79.674,attempt_limit,3
dynamic_tau0,8.0,6,1,250.269,4.113,10.457,17.261,84.847,none,3
dynamic_tau0,8.0,7,0,-0.010,inf,inf,inf,79.408,attempt_limit,3
dynamic_tau0,8.0,8,1,309.640,2.538,9.201,4.425,55.416,none,2
dynamic_tau0,8.0,9,1,145.142,2.633,15.481,14.548,94.792,none,1
dynamic_tau0,8.0,10,0,334.743,4.098,21.027,5.490,54.191,orientation,1
dynamic_tau0,8.0,11,1,347.654,3.895,0.313,3.931,42.952,none,2
dynamic_tau0,8.0,12,0,-0.010,inf,inf,inf,68.797,attempt_limit,3
dynamic_tau0,8.0,13,0,-0.010,inf,inf,inf,70.186,attempt_limit,3
dynamic_tau0,8.0,14,0,-0.010,inf,inf,inf,69.948,attempt_limit,3
dynamic_tau0,8.0,15,0,-0.010,inf,inf,inf,69.958,attempt_limit,3
dynamic_tau0,8.0,16,0,-0.010,inf,inf,inf,71.581,attempt_limit,3
dynamic_tau0,8.0,17,0,-0.010,inf,inf,inf,70.134,attempt_limit,3
dynamic_tau0,8.0,18,0,-0.010,inf,inf,inf,70.786,attempt_limit,3
dynamic_tau0,8.0,19,0,-0.010,inf,inf,inf,70.919,attempt_limit,3
dynamic_tau0,8.0,20,0,-0.010,inf,inf,inf,70.925,attempt_limit,3
oracle_pose,8.0,1,1,285.503,3.962,1.869,3.985,100.000,none,1
oracle_pose,8.0,2,1,285.608,3.963,2.751,3.978,100.000,none,1
oracle_pose,8.0,3,1,285.846,3.964,3.625,3.971,100.000,none,1
oracle_pose,8.0,4,1,286.617,3.967,4.494,3.966,100.000,none,1
oracle_pose,8.0,5,1,295.128,3.970,5.375,3.967,100.000,none,1
oracle_pose,8.0,6,1,298.588,4.102,6.254,4.013,100.000,none,1
